transaction_id;product_id;customer_id;transaction_date;online_order;order_status
71;8;419;03.01.2017;False;Approved
72;27;3307;09.05.2017;True;Approved
73;7;2430;23.07.2017;False;Approved
74;45;1506;21.01.2017;True;Approved
75;46;1346;20.06.2017;False;Approved
76;7;927;10.03.2017;False;Approved
77;47;763;02.06.2017;False;Approved
78;48;2397;07.11.2017;False;Approved
79;49;102;12.09.2017;True;Approved
80;50;2884;16.12.2017;False;Approved
81;51;759;07.10.2017;True;Approved
82;9;773;27.04.2017;True;Approved
83;33;3398;01.04.2017;True;Approved
84;16;3297;02.11.2017;True;Approved
85;52;2434;13.02.2017;True;Approved
86;22;1861;19.07.2017;False;Approved
87;17;1233;23.05.2017;False;Approved
88;53;1390;06.08.2017;False;Approved
89;42;2682;04.04.2017;True;Approved
90;54;439;15.08.2017;True;Approved
91;55;1579;15.04.2017;True;Approved
92;56;2984;25.07.2017;True;Approved
93;16;3470;28.11.2017;True;Approved
94;33;1;23.12.2017;False;Approved
95;57;757;26.02.2017;False;Approved
96;22;1778;21.02.2017;False;Approved
97;48;211;31.05.2017;True;Approved
98;58;333;23.06.2017;;Approved
99;59;32;26.03.2017;False;Approved
100;54;119;31.07.2017;False;Approved
101;60;2347;27.07.2017;False;Approved
102;44;2353;14.04.2017;False;Approved
103;16;788;12.11.2017;False;Approved
104;5;1468;12.09.2017;False;Approved
105;18;821;26.10.2017;False;Approved
106;61;2489;15.02.2017;False;Approved
107;15;2710;22.12.2017;False;Approved
108;62;947;11.10.2017;True;Approved
109;63;1335;27.03.2017;True;Approved
110;64;1076;04.11.2017;False;Approved
111;12;3320;11.06.2017;True;Approved
112;51;779;09.10.2017;False;Approved
113;65;3296;07.06.2017;True;Approved
114;66;455;24.10.2017;True;Approved
115;21;1779;01.05.2017;False;Approved
116;20;2703;21.11.2017;True;Approved
117;67;806;24.03.2017;False;Approved
118;68;22;21.03.2017;False;Approved
119;19;1591;20.02.2017;False;Approved
120;61;678;16.06.2017;False;Approved
121;6;50;04.12.2017;False;Approved
122;69;1038;01.12.2017;True;Approved
123;53;1453;05.03.2017;True;Approved
124;70;1339;21.03.2017;False;Approved
125;71;3382;03.01.2017;True;Approved
126;70;773;01.04.2017;False;Approved
127;52;2503;16.03.2017;True;Approved
128;6;1057;26.02.2017;False;Approved
129;47;1397;05.06.2017;False;Approved
130;27;2134;04.09.2017;False;Approved
131;72;2403;18.01.2017;True;Approved
132;10;1937;28.09.2017;False;Approved
133;73;1282;02.09.2017;True;Approved
134;5;2183;09.05.2017;False;Approved
135;51;1788;17.10.2017;False;Approved
136;74;1170;25.04.2017;True;Approved
137;75;431;23.09.2017;False;Approved
138;73;1940;02.08.2017;False;Approved
139;49;2073;25.03.2017;False;Cancelled
140;76;462;01.01.2017;False;Approved
141;56;2728;22.12.2017;False;Approved
142;29;2053;25.12.2017;False;Approved
143;41;2135;26.01.2017;True;Approved
144;77;1217;20.12.2017;False;Approved
145;78;2992;07.06.2017;True;Approved
146;79;3261;06.04.2017;True;Approved
147;24;2748;25.04.2017;True;Approved
148;80;3262;13.01.2017;False;Approved
149;18;788;21.03.2017;False;Approved
150;81;3067;21.11.2017;True;Approved
151;82;701;11.11.2017;False;Approved
152;25;648;16.10.2017;False;Approved
153;3;3286;19.08.2017;True;Approved
154;2;3383;06.04.2017;True;Approved
155;83;982;04.11.2017;True;Approved
156;26;676;22.08.2017;True;Approved
157;84;385;15.09.2017;True;Approved
158;47;1229;01.03.2017;True;Approved
159;85;3232;16.08.2017;False;Approved
160;86;3300;27.08.2017;False;Approved
161;51;2381;10.07.2017;False;Approved
162;5;371;11.12.2017;False;Approved
163;48;2519;20.05.2017;True;Approved
164;55;2264;30.07.2017;False;Approved
165;2;2637;25.10.2017;True;Approved
166;5;3262;27.11.2017;False;Approved
167;38;3177;26.04.2017;;Approved
168;49;2267;02.02.2017;False;Approved
169;87;456;02.05.2017;False;Approved
170;37;404;16.10.2017;;Approved
171;88;3121;22.10.2017;False;Approved
172;30;2365;11.04.2017;True;Approved
173;88;2528;16.11.2017;False;Approved
174;85;3151;17.12.2017;False;Approved
175;6;3241;23.12.2017;False;Approved
176;89;1335;30.03.2017;True;Approved
177;38;2234;13.04.2017;False;Approved
178;45;3226;25.07.2017;True;Approved
179;54;1365;31.01.2017;False;Approved
180;68;3349;18.03.2017;True;Approved
181;55;1002;24.02.2017;False;Approved
182;14;2282;18.02.2017;False;Approved
183;29;2656;07.01.2017;False;Approved
184;26;2409;05.07.2017;True;Approved
185;21;1711;19.11.2017;False;Approved
186;55;2582;08.11.2017;True;Approved
187;66;1005;24.07.2017;True;Approved
188;2;1597;15.01.2017;True;Approved
189;45;2713;12.01.2017;True;Approved
190;3;1435;27.11.2017;True;Approved
191;90;1477;30.06.2017;True;Approved
192;82;1614;15.07.2017;True;Approved
193;10;1254;22.06.2017;True;Approved
194;6;1423;02.05.2017;False;Approved
195;91;276;27.12.2017;False;Approved
196;42;1315;21.12.2017;True;Approved
197;57;591;23.05.2017;True;Approved
198;92;1017;02.02.2017;False;Approved
199;16;2123;08.06.2017;False;Approved
200;77;2889;15.04.2017;True;Approved
201;58;3208;05.09.2017;True;Approved
202;83;2406;26.02.2017;True;Approved
203;24;2041;29.07.2017;False;Approved
204;91;1598;03.07.2017;True;Approved
205;46;1842;27.05.2017;True;Approved
206;44;141;05.05.2017;False;Approved
207;36;1321;09.09.2017;False;Approved
208;93;183;21.05.2017;False;Approved
209;25;2591;22.09.2017;False;Approved
210;94;3356;12.04.2017;True;Approved
211;40;766;07.05.2017;True;Approved
212;19;1596;13.01.2017;False;Approved
213;60;520;14.12.2017;False;Approved
214;29;868;22.03.2017;True;Approved
215;5;2999;30.09.2017;False;Approved
216;20;352;29.11.2017;True;Approved
217;66;1140;09.06.2017;False;Approved
218;30;621;21.04.2017;False;Approved
219;95;3307;13.11.2017;False;Approved
220;85;1502;09.04.2017;True;Approved
221;22;936;08.05.2017;False;Approved
222;96;939;08.07.2017;True;Approved
223;95;2698;30.11.2017;False;Approved
224;51;579;25.04.2017;True;Approved
225;8;2036;30.03.2017;True;Approved
226;96;3077;10.03.2017;False;Approved
227;33;369;16.03.2017;True;Approved
228;31;821;04.04.2017;True;Approved
229;11;2687;13.03.2017;True;Approved
230;33;681;23.12.2017;True;Approved
231;3;37;12.08.2017;True;Approved
232;84;3002;04.08.2017;False;Approved
233;77;396;01.09.2017;False;Approved
234;26;550;01.09.2017;True;Approved
235;35;1605;02.07.2017;False;Approved
236;16;2325;31.08.2017;True;Approved
237;83;1420;11.03.2017;True;Approved
238;10;3099;08.10.2017;False;Approved
239;12;1645;01.10.2017;True;Approved
240;9;546;23.11.2017;False;Approved
241;33;2885;27.03.2017;True;Approved
242;77;2740;04.12.2017;False;Approved
243;94;3166;13.11.2017;True;Approved
244;62;3487;20.12.2017;True;Approved
245;16;2890;22.09.2017;True;Approved
246;70;3370;22.01.2017;False;Approved
247;50;3393;29.01.2017;True;Approved
248;77;2410;21.07.2017;False;Approved
249;12;3466;10.02.2017;True;Approved
250;92;1454;25.11.2017;False;Cancelled
251;94;1967;11.04.2017;;Approved
252;5;3089;03.12.2017;False;Approved
253;95;3123;30.12.2017;False;Approved
254;9;2692;26.07.2017;False;Approved
255;24;2801;01.04.2017;True;Cancelled
256;97;1580;22.10.2017;True;Approved
257;74;352;22.03.2017;False;Approved
258;58;1777;15.06.2017;True;Approved
259;49;142;06.07.2017;True;Approved
260;82;3393;28.12.2017;False;Approved
261;55;599;09.05.2017;False;Approved
262;39;1258;18.01.2017;False;Approved
263;70;3405;22.10.2017;True;Approved
264;97;3198;30.01.2017;False;Approved
265;68;834;26.06.2017;False;Approved
266;27;3467;07.11.2017;True;Approved
267;51;3436;13.08.2017;True;Approved
268;98;1516;27.08.2017;False;Approved
269;76;2833;25.01.2017;True;Approved
270;1;2362;13.02.2017;False;Approved
271;17;2337;11.07.2017;False;Approved
272;65;2149;30.04.2017;True;Approved
273;32;2133;19.05.2017;False;Approved
274;37;360;26.05.2017;True;Approved
275;21;2969;03.02.2017;True;Approved
276;71;1720;28.04.2017;False;Approved
277;60;2904;23.03.2017;False;Approved
278;81;754;03.06.2017;False;Approved
279;22;1826;25.04.2017;False;Approved
280;73;2487;08.04.2017;False;Approved
281;40;2815;18.02.2017;False;Approved
282;22;541;04.05.2017;False;Approved
283;14;302;29.03.2017;False;Approved
284;27;2024;03.10.2017;True;Approved
285;92;142;27.07.2017;True;Approved
286;45;768;07.08.2017;True;Approved
287;29;2147;07.02.2017;True;Approved
288;64;529;20.11.2017;True;Approved
289;31;825;23.02.2017;False;Approved
290;30;624;05.04.2017;True;Approved
291;97;2302;07.11.2017;False;Approved
292;41;3380;28.10.2017;False;Approved
293;37;314;19.11.2017;False;Approved
294;15;1079;25.08.2017;True;Approved
295;76;1643;20.01.2017;True;Approved
296;39;1524;14.03.2017;True;Approved
297;71;3205;14.04.2017;True;Approved
298;55;2860;20.11.2017;True;Approved
299;31;772;24.05.2017;False;Approved
300;44;323;25.03.2017;True;Approved
301;5;2530;24.03.2017;;Approved
302;67;2426;17.03.2017;True;Approved
303;92;1883;18.11.2017;False;Approved
304;10;2745;07.04.2017;False;Approved
305;35;2819;04.01.2017;False;Approved
306;93;792;13.12.2017;False;Approved
307;22;923;20.04.2017;False;Approved
308;78;3353;21.07.2017;False;Approved
309;98;3394;27.11.2017;False;Approved
310;66;3213;21.10.2017;False;Approved
311;27;3260;07.03.2017;False;Approved
312;22;1015;04.12.2017;False;Approved
313;32;2266;25.01.2017;False;Approved
314;37;58;20.08.2017;True;Approved
315;30;3118;18.12.2017;True;Approved
316;54;1414;01.08.2017;False;Approved
317;38;2202;19.06.2017;True;Approved
318;34;2144;31.05.2017;True;Approved
319;74;1033;09.10.2017;True;Approved
320;50;2157;20.06.2017;True;Approved
321;64;1097;23.01.2017;False;Approved
322;10;2757;19.04.2017;False;Approved
323;24;87;08.11.2017;True;Approved
324;98;2049;11.10.2017;False;Approved
325;54;952;14.11.2017;True;Approved
326;30;1745;20.01.2017;False;Approved
327;22;40;09.05.2017;True;Approved
328;65;372;17.10.2017;True;Approved
329;15;1627;11.08.2017;True;Approved
330;22;444;15.11.2017;False;Approved
331;91;217;23.05.2017;False;Approved
332;26;1656;02.08.2017;True;Approved
333;99;485;16.12.2017;True;Approved
334;90;2252;21.02.2017;False;Approved
335;59;3103;01.11.2017;False;Approved
336;30;506;05.10.2017;True;Approved
337;60;1615;30.10.2017;;Approved
338;34;1881;02.01.2017;True;Approved
339;74;2903;04.12.2017;True;Approved
340;58;1274;16.12.2017;False;Approved
341;22;1443;27.08.2017;False;Approved
342;69;2091;14.03.2017;False;Approved
343;91;1478;11.03.2017;;Approved
344;16;1493;09.07.2017;False;Approved
345;51;1614;21.03.2017;False;Approved
346;92;476;19.07.2017;False;Approved
347;14;1777;12.04.2017;True;Approved
348;40;940;11.08.2017;False;Approved
349;88;2930;20.10.2017;True;Approved
350;17;2354;26.10.2017;True;Approved
351;100;1582;15.06.2017;False;Approved
352;90;416;19.06.2017;False;Approved
353;60;1013;20.04.2017;True;Approved
354;28;533;14.11.2017;False;Approved
355;6;968;22.03.2017;True;Approved
356;4;727;09.07.2017;True;Approved
357;35;1160;13.04.2017;False;Approved
358;37;3425;06.12.2017;True;Approved
359;56;1614;10.11.2017;True;Approved
360;35;2140;26.04.2017;True;Approved
361;8;2589;31.01.2017;False;Approved
362;78;2920;22.09.2017;True;Approved
363;56;62;14.08.2017;True;Approved
364;34;1112;13.09.2017;False;Approved
365;63;1995;03.05.2017;True;Approved
366;43;1965;22.08.2017;False;Approved
367;101;1614;10.03.2017;False;Approved
368;93;366;24.01.2017;True;Approved
369;49;2682;29.07.2017;False;Approved
370;5;2993;03.08.2017;True;Approved
371;27;1887;28.08.2017;False;Approved
372;45;1692;16.08.2017;True;Approved
373;22;1927;24.06.2017;False;Approved
374;50;2567;07.03.2017;False;Approved
375;18;3276;05.07.2017;True;Approved
376;54;1808;09.02.2017;False;Approved
377;78;2368;17.10.2017;False;Approved
378;70;470;27.10.2017;False;Approved
379;68;3270;03.03.2017;False;Approved
380;2;1683;20.08.2017;True;Approved
381;26;880;18.09.2017;True;Approved
382;28;309;02.12.2017;True;Approved
383;63;1698;28.11.2017;True;Approved
384;9;1434;28.08.2017;False;Approved
385;30;2712;14.05.2017;False;Approved
386;31;892;01.10.2017;False;Approved
387;88;832;15.10.2017;True;Approved
388;13;1033;03.05.2017;True;Approved
389;55;2834;15.02.2017;True;Approved
390;15;3015;04.01.2017;False;Approved
391;90;3484;12.10.2017;False;Approved
392;81;2775;19.03.2017;False;Approved
393;46;1208;30.08.2017;True;Approved
394;99;2109;29.06.2017;False;Approved
395;32;3195;12.10.2017;True;Approved
396;4;3366;27.06.2017;True;Approved
397;8;2492;27.02.2017;False;Approved
398;37;389;12.03.2017;True;Approved
399;28;1306;18.12.2017;;Approved
400;1;552;24.07.2017;True;Approved
401;6;3009;05.05.2017;False;Approved
402;4;2925;14.06.2017;False;Approved
403;80;140;17.02.2017;False;Approved
404;24;209;14.09.2017;True;Approved
405;21;225;19.06.2017;False;Approved
406;65;1595;17.04.2017;False;Approved
407;102;2559;14.06.2017;True;Approved
408;71;769;11.12.2017;False;Approved
409;83;1282;08.05.2017;False;Approved
410;6;2377;07.03.2017;False;Approved
411;54;3355;30.12.2017;False;Approved
412;68;2350;11.05.2017;True;Approved
413;41;720;09.09.2017;False;Approved
414;74;3249;02.02.2017;True;Approved
415;21;2939;01.10.2017;True;Approved
416;55;1035;03.11.2017;True;Approved
417;56;492;02.10.2017;False;Approved
418;63;3100;10.12.2017;True;Approved
419;10;1586;19.04.2017;False;Approved
420;81;31;25.05.2017;True;Approved
421;43;887;28.04.2017;False;Approved
422;76;3356;26.08.2017;False;Approved
423;6;2498;15.09.2017;True;Approved
424;36;3415;03.03.2017;True;Approved
425;96;2828;06.09.2017;False;Approved
426;63;3117;24.04.2017;True;Approved
427;61;2850;19.11.2017;False;Approved
428;54;2779;30.11.2017;True;Approved
429;52;683;15.12.2017;False;Approved
430;9;2342;26.10.2017;False;Approved
431;78;3388;12.02.2017;False;Approved
432;15;1968;19.06.2017;True;Approved
433;63;2923;17.12.2017;True;Approved
434;24;15;10.03.2017;False;Approved
435;94;2659;22.07.2017;True;Approved
436;72;3417;26.09.2017;True;Approved
437;97;1862;27.08.2017;True;Approved
438;21;1670;17.04.2017;False;Approved
439;16;2126;05.12.2017;True;Approved
440;8;2702;20.10.2017;True;Approved
441;73;125;25.02.2017;True;Approved
442;94;750;24.04.2017;True;Approved
443;99;359;25.01.2017;False;Approved
444;16;2820;10.09.2017;False;Approved
445;74;850;25.11.2017;True;Approved
446;47;3072;23.05.2017;False;Approved
447;1;820;23.06.2017;False;Approved
448;44;919;28.09.2017;True;Approved
449;62;1250;31.03.2017;False;Approved
450;11;1655;01.05.2017;False;Approved
451;103;1194;02.12.2017;True;Approved
452;19;234;20.03.2017;False;Approved
453;81;724;22.11.2017;False;Approved
454;81;1976;03.05.2017;False;Approved
455;69;193;16.08.2017;True;Approved
456;51;1588;30.01.2017;True;Approved
457;88;290;10.10.2017;False;Approved
458;16;167;25.03.2017;False;Approved
459;93;2821;29.04.2017;True;Approved
460;9;1201;07.08.2017;False;Approved
461;29;893;09.07.2017;False;Approved
462;54;2794;05.09.2017;True;Approved
463;72;3166;14.07.2017;True;Approved
464;91;1422;13.10.2017;False;Approved
465;82;3476;17.04.2017;False;Approved
466;97;505;24.06.2017;True;Approved
467;100;1132;15.10.2017;False;Approved
468;70;2363;02.11.2017;True;Approved
469;10;1816;11.10.2017;False;Approved
470;71;73;30.04.2017;False;Approved
471;71;647;21.01.2017;True;Approved
472;95;1304;09.02.2017;True;Approved
473;93;344;11.11.2017;False;Approved
474;71;1001;07.10.2017;True;Approved
475;14;2724;10.08.2017;False;Approved
476;85;1787;19.08.2017;True;Approved
477;56;367;12.02.2017;;Approved
478;65;524;18.01.2017;True;Approved
479;51;479;08.09.2017;True;Approved
480;99;1782;17.04.2017;True;Approved
481;14;361;15.03.2017;True;Approved
482;55;1135;22.04.2017;False;Approved
483;100;1591;15.02.2017;True;Approved
484;2;941;04.05.2017;True;Approved
485;98;804;17.03.2017;False;Approved
486;6;2729;24.07.2017;True;Approved
487;17;223;15.02.2017;True;Approved
488;85;1571;09.09.2017;True;Approved
489;60;2747;25.01.2017;False;Approved
490;76;506;12.04.2017;True;Approved
491;34;2676;10.12.2017;True;Approved
492;38;547;11.01.2017;True;Approved
493;27;2623;03.12.2017;True;Approved
494;77;1509;16.11.2017;True;Approved
495;9;479;09.08.2017;True;Approved
496;38;661;08.11.2017;False;Approved
497;55;1854;30.12.2017;True;Approved
498;20;125;29.05.2017;False;Approved
499;7;1037;19.07.2017;False;Approved
500;15;1446;02.02.2017;True;Approved
501;43;2810;25.07.2017;True;Approved
502;35;500;13.06.2017;True;Approved
503;98;2468;07.08.2017;True;Approved
504;11;1785;10.03.2017;False;Approved
505;95;2560;09.07.2017;False;Approved
506;95;1853;04.12.2017;False;Approved
507;26;3468;02.09.2017;True;Approved
508;39;3389;24.03.2017;False;Approved
509;55;3015;28.07.2017;False;Approved
510;53;3073;23.04.2017;True;Approved
511;69;683;04.07.2017;True;Approved
512;54;1020;02.10.2017;True;Approved
513;58;1052;29.11.2017;False;Approved
514;77;1679;02.01.2017;True;Approved
515;70;3330;18.11.2017;False;Approved
516;32;1591;03.05.2017;False;Approved
517;27;311;01.01.2017;True;Approved
518;52;1996;25.11.2017;False;Approved
519;35;997;19.10.2017;True;Approved
520;4;1276;21.09.2017;False;Approved
521;25;693;18.02.2017;False;Approved
522;16;3013;26.01.2017;False;Approved
523;52;2234;07.01.2017;True;Approved
524;104;1171;10.02.2017;True;Approved
525;3;1849;27.04.2017;False;Approved
526;68;827;02.04.2017;True;Approved
527;80;1499;27.08.2017;True;Approved
528;67;2233;04.05.2017;True;Approved
529;37;103;03.06.2017;True;Approved
530;54;1202;31.03.2017;;Approved
531;7;1494;10.06.2017;True;Approved
532;27;1559;15.10.2017;True;Approved
533;77;3381;09.02.2017;False;Approved
534;80;1517;08.04.2017;False;Approved
535;104;776;28.10.2017;True;Approved
536;64;1018;03.12.2017;True;Approved
537;44;3280;18.08.2017;True;Approved
538;92;1042;23.03.2017;False;Approved
539;97;1312;04.09.2017;True;Approved
540;40;682;02.09.2017;True;Approved
541;48;1499;13.04.2017;True;Approved
542;36;1555;08.07.2017;False;Approved
543;78;246;03.12.2017;False;Approved
544;82;2734;19.05.2017;True;Approved
545;57;2336;19.05.2017;False;Approved
546;56;2391;21.08.2017;True;Approved
547;36;2139;26.06.2017;True;Approved
548;18;867;06.03.2017;True;Approved
549;22;543;25.01.2017;False;Approved
550;35;2839;05.09.2017;False;Approved
551;37;3382;15.10.2017;True;Approved
552;9;333;30.11.2017;True;Approved
553;72;2826;22.10.2017;False;Approved
554;5;1707;31.01.2017;False;Approved
555;64;1198;08.05.2017;True;Approved
556;39;359;04.09.2017;False;Approved
557;74;170;16.01.2017;True;Approved
558;61;3481;22.02.2017;False;Approved
559;68;3104;21.03.2017;;Approved
560;16;695;10.01.2017;False;Approved
561;74;2298;01.01.2017;False;Approved
562;70;753;23.09.2017;False;Approved
563;87;3071;05.04.2017;False;Approved
564;57;1913;18.11.2017;True;Approved
565;74;2633;23.09.2017;False;Approved
566;38;178;28.11.2017;False;Approved
567;10;252;09.03.2017;False;Approved
568;85;1032;04.08.2017;True;Approved
569;72;1094;08.05.2017;False;Approved
570;98;1396;21.12.2017;True;Approved
571;1;1186;20.08.2017;False;Approved
572;94;2770;27.01.2017;True;Approved
573;18;2271;06.07.2017;False;Approved
574;18;2518;25.01.2017;True;Approved
575;60;3197;26.06.2017;True;Approved
576;31;2538;26.02.2017;False;Approved
577;22;149;04.05.2017;;Approved
578;94;1579;13.10.2017;True;Approved
579;93;1979;31.05.2017;True;Approved
580;95;1447;13.04.2017;True;Approved
581;99;2618;19.12.2017;False;Approved
582;81;1224;03.08.2017;True;Approved
583;52;3053;16.04.2017;False;Approved
584;32;1019;13.09.2017;True;Cancelled
585;45;1677;22.03.2017;False;Approved
586;59;1047;14.04.2017;True;Approved
587;6;1320;14.08.2017;False;Approved
588;27;823;30.08.2017;True;Approved
589;78;854;04.10.2017;False;Approved
590;59;1141;16.02.2017;True;Approved
591;49;1574;23.07.2017;False;Approved
592;82;132;21.03.2017;False;Approved
593;68;1399;14.12.2017;True;Approved
594;95;2118;17.08.2017;False;Approved
595;52;825;12.01.2017;False;Approved
596;90;1691;01.02.2017;False;Approved
597;5;345;13.08.2017;False;Approved
598;50;1665;03.01.2017;True;Approved
599;78;1059;08.12.2017;True;Approved
600;38;964;24.06.2017;False;Approved
601;72;1466;27.11.2017;True;Approved
602;18;3477;23.08.2017;True;Approved
603;69;3318;12.05.2017;True;Approved
604;72;2490;04.03.2017;True;Approved
605;37;3023;23.03.2017;False;Approved
606;61;2878;30.12.2017;False;Approved
607;92;2754;28.05.2017;True;Approved
608;74;266;14.09.2017;False;Approved
609;89;1409;29.03.2017;False;Approved
610;53;3482;20.10.2017;False;Approved
611;89;368;06.12.2017;True;Approved
612;1;3275;20.07.2017;False;Approved
613;21;904;03.03.2017;False;Approved
614;69;2536;08.03.2017;True;Approved
615;91;375;22.07.2017;True;Approved
616;81;2694;13.07.2017;True;Approved
617;10;3285;12.08.2017;False;Approved
618;28;3016;27.06.2017;True;Approved
619;5;3493;16.03.2017;False;Approved
620;63;864;22.06.2017;False;Approved
621;54;2510;27.03.2017;False;Approved
622;18;3097;14.10.2017;False;Approved
623;36;2156;01.03.2017;False;Approved
624;103;1600;12.08.2017;False;Approved
625;6;2033;15.09.2017;False;Approved
626;90;1999;12.06.2017;False;Approved
627;64;968;20.01.2017;False;Approved
628;2;2060;17.02.2017;True;Approved
629;88;2569;11.03.2017;False;Approved
630;77;2853;10.10.2017;True;Approved
631;2;818;20.11.2017;False;Approved
632;54;3164;10.09.2017;True;Approved
633;58;2211;10.09.2017;True;Approved
634;28;2069;29.04.2017;False;Approved
635;79;2296;31.08.2017;True;Approved
636;13;2836;02.07.2017;False;Approved
637;72;524;14.02.2017;False;Approved
638;59;1436;11.02.2017;False;Approved
639;9;482;17.04.2017;False;Approved
640;59;760;05.09.2017;False;Approved
641;73;757;19.10.2017;False;Approved
642;84;1570;05.09.2017;False;Approved
643;12;3245;28.09.2017;False;Approved
644;87;1841;20.08.2017;False;Approved
645;104;3039;27.04.2017;False;Approved
646;2;2590;12.10.2017;False;Approved
647;8;2175;05.03.2017;True;Approved
648;51;485;16.10.2017;True;Approved
649;70;606;01.11.2017;False;Approved
650;67;761;26.04.2017;False;Approved
651;19;3154;11.03.2017;False;Approved
652;44;1739;23.10.2017;True;Approved
653;62;2700;28.06.2017;True;Approved
654;45;1775;17.06.2017;False;Approved
655;96;46;12.05.2017;False;Approved
656;62;3470;28.12.2017;False;Approved
657;7;3190;21.02.2017;True;Approved
658;84;3076;04.06.2017;False;Approved
659;7;2240;18.04.2017;True;Approved
660;98;2814;17.12.2017;False;Approved
661;49;29;16.09.2017;False;Approved
662;79;2072;26.07.2017;False;Approved
663;26;2486;15.05.2017;True;Approved
664;88;2383;21.01.2017;True;Approved
665;22;759;09.10.2017;True;Approved
666;54;2777;16.02.2017;True;Approved
667;20;3109;14.06.2017;False;Approved
668;51;3190;03.03.2017;False;Approved
669;98;3420;07.04.2017;False;Approved
670;44;112;29.01.2017;False;Approved
671;24;2874;09.04.2017;False;Approved
672;34;940;22.05.2017;True;Approved
673;12;1952;08.07.2017;True;Approved
674;51;1618;02.12.2017;True;Approved
675;45;1817;05.07.2017;True;Approved
676;84;1665;26.06.2017;False;Approved
677;105;2609;02.07.2017;False;Approved
678;12;626;06.08.2017;False;Approved
679;89;693;20.12.2017;True;Approved
680;34;2151;31.01.2017;True;Approved
681;66;3085;05.12.2017;True;Approved
682;90;1747;23.06.2017;False;Approved
683;56;2095;10.12.2017;False;Approved
684;104;1289;19.12.2017;False;Approved
685;10;2347;20.08.2017;False;Approved
686;8;1762;19.06.2017;False;Approved
687;95;1374;16.05.2017;False;Approved
688;40;836;01.08.2017;False;Approved
689;14;2310;13.12.2017;True;Approved
690;50;1371;18.11.2017;False;Approved
691;96;1385;21.03.2017;False;Approved
692;64;2744;11.07.2017;False;Approved
693;96;2999;24.01.2017;True;Approved
694;79;294;15.06.2017;True;Approved
695;5;1282;22.11.2017;False;Approved
696;19;1400;06.07.2017;False;Approved
697;73;2285;21.11.2017;False;Approved
698;14;623;02.07.2017;True;Approved
699;41;1535;13.08.2017;False;Approved
700;46;2153;02.08.2017;True;Approved
701;93;2477;20.11.2017;False;Approved
702;8;2368;05.01.2017;True;Approved
703;69;211;02.10.2017;True;Approved
704;58;1874;01.08.2017;False;Approved
705;47;2243;26.03.2017;False;Approved
706;8;1329;05.01.2017;True;Approved
707;90;260;18.08.2017;False;Approved
